sample_id,input_type,input
SAMN04225734,srr,SRR2895768
SAMN04225737,srr,SRR2895901
SAMN04225733,srr,SRR2895902
SAMN04225732,srr,SRR2895919
SAMN04225736,srr,SRR2896023
SAMN40544623,srr,SRR28388884
SAMN55378695,srr,SRR37569946
SAMN55378694,srr,SRR37570040
SAMN12532845,srr,SRR9929983
SAMN13380175,srr,SRR10526855
SAMN13380176,srr,SRR10526854
SAMN13911125,srr,SRR10959387
SAMN13911126,srr,SRR10959386
SAMN13911128,srr,SRR10959379
SAMN13911127,srr,SRR10959380
