sample_id,input_type,input
SAMN13390506,srr,SRR10533134
SAMN13390507,srr,SRR10533133
SAMN13390508,srr,SRR10533132
SAMN13390509,srr,SRR10533131
SAMN13390510,srr,SRR10533130
SAMN51799584,srr,SRR35576279
SAMN51799585,srr,SRR35576278
SAMN51799586,srr,SRR35576277
SAMN51799587,srr,SRR35576276
SAMN51799588,srr,SRR35576275
SAMN51799589,srr,SRR35576274
